MiB,numfiles,delay,N,fpt,run,seconds
10,1,50,4,1,2,4.489014625549316
10,1,50,4,1,3,4.490523338317871
10,1,50,4,1,4,4.498809576034546
10,1,50,4,1,5,4.491790294647217
10,1,50,4,3,1,8.50015139579773
10,1,50,4,3,2,4.479416608810425
10,1,50,4,3,3,4.4846251010894775
10,1,50,4,3,4,4.496780633926392
10,1,50,4,3,5,4.481324911117554
10,1,50,8,1,1,5.497955799102783
10,1,50,8,1,2,5.48091459274292
10,1,50,8,1,3,5.493166208267212
10,1,50,8,1,4,5.4987664222717285
10,1,50,8,1,5,5.5076048374176025
10,1,50,8,3,1,5.488935232162476
10,1,50,8,3,2,5.4928765296936035
10,1,50,8,3,3,5.4855921268463135
10,1,50,8,3,4,5.493510007858276
10,1,50,8,3,5,5.486185789108276
10,1,100,1,1,1,6.488426446914673
10,1,100,1,1,2,6.491647243499756
10,1,100,1,1,3,6.48002028465271
10,1,100,1,1,4,6.4865946769714355
10,1,100,1,1,5,6.501945495605469
10,1,100,1,3,1,6.490765571594238
10,1,100,1,3,2,6.490638017654419
10,1,100,1,3,3,6.513433218002319
10,1,100,1,3,4,6.485542058944702
10,1,100,1,3,5,6.491318464279175
10,1,100,2,1,1,6.510308742523193
10,1,100,2,1,2,6.506937026977539
10,1,100,2,1,3,6.493509531021118
10,1,100,2,1,4,6.505518436431885
10,1,100,2,1,5,6.5025224685668945
10,1,100,2,3,1,6.5130228996276855
10,1,100,2,3,2,6.502882242202759
10,1,100,2,3,3,6.502397060394287
10,1,100,2,3,4,6.494200944900513
10,1,100,2,3,5,6.507177829742432
10,1,100,3,1,1,7.507850646972656
10,1,100,3,1,2,7.506222248077393
10,1,100,3,1,3,7.497379302978516
10,1,100,3,1,4,7.500905752182007
10,1,100,3,1,5,7.492460012435913
10,1,100,3,3,1,7.500336647033691
10,1,100,3,3,2,7.4958813190460205
10,1,100,3,3,3,7.507053852081299
10,1,100,3,3,4,7.49501633644104
10,1,100,3,3,5,7.488021612167358
10,1,100,4,1,1,8.50377607345581
10,1,100,4,1,2,8.49994945526123
10,1,100,4,1,3,8.488306522369385
10,1,100,4,1,4,8.509099960327148
10,1,100,4,1,5,8.49745225906372
10,1,100,4,3,1,8.501627922058105
10,1,100,4,3,2,8.511586904525757
10,1,100,4,3,3,8.518738746643066
10,1,100,4,3,4,8.502134323120117
10,1,100,4,3,5,15.510517835617065
10,1,100,8,1,1,10.520060539245605
10,1,100,8,1,2,10.503541231155396
10,1,100,8,1,3,10.51208758354187
10,1,100,8,1,4,10.517691373825073
10,1,100,8,1,5,10.509124040603638
10,1,100,8,3,1,10.499185800552368
10,1,100,8,3,2,10.508168697357178
10,1,100,8,3,3,10.498224258422852
10,1,100,8,3,4,10.512730598449707
10,1,100,8,3,5,10.539186954498291
10,15,0,1,1,1,1.4880635738372803
10,15,0,1,1,2,1.4700875282287598
10,15,0,1,1,3,1.4770591259002686
10,15,0,1,1,4,1.5051286220550537
10,15,0,1,1,5,1.4671263694763184
10,15,0,1,3,1,1.4785380363464355
10,15,0,1,3,2,1.4886438846588135
10,15,0,1,3,3,1.4714624881744385
10,15,0,1,3,4,1.4849827289581299
10,15,0,1,3,5,1.4759197235107422
10,15,0,2,1,1,1.4791638851165771
10,15,0,2,1,2,1.4768586158752441
10,15,0,2,1,3,1.5462884902954102
10,15,0,2,1,4,1.4898452758789062
10,15,0,2,1,5,1.4876625537872314
10,15,0,2,3,1,1.4738399982452393
10,15,0,2,3,2,1.4876105785369873
10,15,0,2,3,3,1.4988391399383545
10,15,0,2,3,4,1.489675760269165
10,15,0,2,3,5,1.4872286319732666
10,15,0,3,1,1,1.483635425567627
10,15,0,3,1,2,1.4807322025299072
10,15,0,3,1,3,1.4854509830474854
10,15,0,3,1,4,1.475388526916504
10,15,0,3,1,5,1.4692127704620361
10,15,0,3,3,1,1.4960541725158691
10,15,0,3,3,2,1.4696135520935059
10,15,0,3,3,3,1.482936143875122
10,15,0,3,3,4,1.4757604598999023
10,15,0,3,3,5,1.4836859703063965
10,15,0,4,1,1,1.4750168323516846
10,15,0,4,1,2,1.466681957244873
10,15,0,4,1,3,1.4701964855194092
10,15,0,4,1,4,1.5002844333648682
10,15,0,4,1,5,1.4855918884277344
10,15,0,4,3,1,1.4711451530456543
10,15,0,4,3,2,1.498748540878296
10,15,0,4,3,3,1.4887328147888184
10,15,0,4,3,4,1.4944310188293457
10,15,0,4,3,5,1.4905757904052734
10,15,0,8,1,1,1.490478277206421
10,15,0,8,1,2,1.499669075012207
10,15,0,8,1,3,1.4828135967254639
10,15,0,8,1,4,1.4790327548980713
10,15,0,8,1,5,1.4714066982269287
10,15,0,8,3,1,1.4890553951263428
10,15,0,8,3,2,1.4741418361663818
10,15,0,8,3,3,1.4829432964324951
10,15,0,8,3,4,1.4844942092895508
10,15,0,8,3,5,1.477208137512207
10,15,50,1,1,1,9.493486642837524
10,15,50,1,1,2,9.489089727401733
10,15,50,1,1,3,9.511914253234863
10,15,50,1,1,4,9.504683017730713
10,15,50,1,1,5,9.504004955291748
10,15,50,1,3,1,9.501347064971924
10,15,50,1,3,2,9.499998807907104
10,15,50,1,3,3,9.496715068817139
10,15,50,1,3,4,9.511381149291992
10,15,50,1,3,5,9.508912801742554
10,15,50,2,1,1,10.512615442276001
10,15,50,2,1,2,10.500939846038818
10,15,50,2,1,3,10.496718168258667
10,15,50,2,1,4,10.52406120300293
10,15,50,2,1,5,10.508137941360474
10,15,50,2,3,1,10.500336647033691
10,15,50,2,3,2,10.517653465270996
10,15,50,2,3,3,10.504129886627197
10,15,50,2,3,4,10.515480041503906
10,15,50,2,3,5,10.513193607330322
10,15,50,3,1,1,11.49602198600769
10,15,50,3,1,2,11.496941328048706
10,15,50,3,1,3,11.501741170883179
10,15,50,3,1,4,11.51040530204773
10,15,50,3,1,5,11.51250696182251
10,15,50,3,3,1,11.500266790390015
10,15,50,3,3,2,11.527488708496094
10,15,50,3,3,3,11.50326418876648
10,15,50,3,3,4,11.51490068435669
10,15,50,3,3,5,11.516449213027954
10,15,50,4,1,1,12.502553224563599
10,15,50,4,1,2,12.506492853164673
10,15,50,4,1,3,12.511707305908203
10,15,50,4,1,4,12.52309250831604
10,15,50,4,1,5,12.504577159881592
10,15,50,4,3,1,12.5194091796875
10,15,50,4,3,2,12.510629892349243
10,15,50,4,3,3,12.5295889377594
10,15,50,4,3,4,12.524598598480225
10,15,50,4,3,5,12.517806768417358
10,15,50,8,1,1,15.53485655784607
10,15,50,8,1,2,15.533785820007324
10,15,50,8,1,3,15.532284259796143
10,15,50,8,1,4,15.535049200057983
10,15,50,8,1,5,15.520142793655396
10,15,50,8,3,1,15.517269372940063
10,15,50,8,3,2,15.509879112243652
10,15,50,8,3,3,15.511679649353027
10,15,50,8,3,4,15.525392770767212
10,15,50,8,3,5,15.510930299758911
10,15,100,1,1,1,17.523242473602295
10,15,100,1,1,2,17.53874921798706
10,15,100,1,1,3,17.538363456726074
10,15,100,1,1,4,17.523435354232788
10,15,100,1,1,5,17.547131776809692
10,15,100,1,3,1,17.53927731513977
10,15,100,1,3,2,17.521448135375977
10,15,100,1,3,3,17.534005641937256
10,15,100,1,3,4,17.53299617767334
10,15,100,1,3,5,17.524473190307617
10,15,100,2,1,1,19.54565167427063
10,15,100,2,1,2,19.536543607711792
10,15,100,2,1,3,19.530158519744873
10,15,100,2,1,4,19.526424646377563
10,15,100,2,1,5,19.55001425743103
10,15,100,2,3,1,19.55076575279236
10,15,100,2,3,2,19.546151161193848
10,15,100,2,3,3,19.547389268875122
10,15,100,2,3,4,19.528053045272827
10,15,100,2,3,5,19.53965711593628
10,15,100,3,1,1,20.535794496536255
10,15,100,3,1,2,20.539339303970337
10,15,100,3,1,3,20.566003561019897
10,15,100,3,1,4,20.537788152694702
10,15,100,3,1,5,20.535990238189697
10,15,100,3,3,1,20.559783220291138
10,15,100,3,3,2,20.538999319076538
10,15,100,3,3,3,20.547258377075195
10,15,100,3,3,4,20.552690505981445
10,15,100,3,3,5,20.56145930290222
10,15,100,4,1,1,22.536747217178345
10,15,100,4,1,2,22.540369987487793
10,15,100,4,1,3,22.548060417175293
10,15,100,4,1,4,22.542693853378296
10,15,100,4,1,5,22.545721530914307
10,15,100,4,3,1,22.551972150802612
10,15,100,4,3,2,22.55167055130005
10,15,100,4,3,3,22.551077127456665
10,15,100,4,3,4,22.564361572265625
10,15,100,4,3,5,22.54903554916382
10,15,100,8,1,1,29.555525541305542
10,15,100,8,1,2,29.568424940109253
10,15,100,8,1,3,29.55986261367798
10,15,100,8,1,4,29.564332246780396
10,15,100,8,1,5,29.567930936813354
10,15,100,8,3,1,29.568509101867676
10,15,100,8,3,2,29.57809829711914
10,15,100,8,3,3,29.591272115707397
10,15,100,8,3,4,29.576168298721313
10,15,100,8,3,5,29.563819885253906
100,1,0,1,1,1,1.474456548690796
100,1,0,1,1,2,1.4849028587341309
100,1,0,1,1,3,1.4636051654815674
100,1,0,1,1,4,1.4958934783935547
100,1,0,1,1,5,1.4830892086029053
100,1,0,1,3,1,1.489258050918579
100,1,0,1,3,2,1.4726390838623047
100,1,0,1,3,3,1.4628045558929443
100,1,0,1,3,4,1.4791381359100342
100,1,0,1,3,5,2.4682650566101074
100,1,0,2,1,1,1.4816515445709229
100,1,0,2,1,2,1.4793777465820312
100,1,0,2,1,3,1.494842290878296
100,1,0,2,1,4,1.4685289859771729
100,1,0,2,1,5,1.475970983505249
100,1,0,2,3,1,1.4799747467041016
100,1,0,2,3,2,1.4786441326141357
100,1,0,2,3,3,1.4713349342346191
100,1,0,2,3,4,1.4967317581176758
100,1,0,2,3,5,1.4843518733978271
100,1,0,3,1,1,1.4840996265411377
100,1,0,3,1,2,1.4822511672973633
100,1,0,3,1,3,1.4697108268737793
100,1,0,3,1,4,1.485813856124878
100,1,0,3,1,5,1.4859435558319092
100,1,0,3,3,1,1.4938139915466309
100,1,0,3,3,2,1.4864141941070557
100,1,0,3,3,3,1.480365514755249
100,1,0,3,3,4,1.4800114631652832
100,1,0,3,3,5,1.4818105697631836
100,1,0,4,1,1,1.4777929782867432
100,1,0,4,1,2,1.5325839519500732
100,1,0,4,1,3,1.4933710098266602
100,1,0,4,1,4,1.483321189880371
100,1,0,4,1,5,1.4964799880981445
100,1,0,4,3,1,1.4704351425170898
100,1,0,4,3,2,1.4706134796142578
100,1,0,4,3,3,1.4789419174194336
100,1,0,4,3,4,1.493539810180664
100,1,0,4,3,5,1.4881393909454346
100,1,0,8,1,1,1.4846866130828857
100,1,0,8,1,2,1.5025546550750732
100,1,0,8,1,3,1.4943299293518066
100,1,0,8,1,4,1.4902777671813965
100,1,0,8,1,5,1.4791877269744873
100,1,0,8,3,1,1.4788484573364258
100,1,0,8,3,2,1.4986572265625
100,1,0,8,3,3,1.4727756977081299
100,1,0,8,3,4,1.4849371910095215
100,1,0,8,3,5,1.472059965133667
100,1,50,1,1,1,4.476580858230591
100,1,50,1,1,2,4.485769271850586
100,1,50,1,1,3,4.504806995391846
100,1,50,1,1,4,4.49603533744812
100,1,50,1,1,5,4.487187385559082
100,1,50,1,3,1,4.504766225814819
100,1,50,1,3,2,4.487627029418945
100,1,50,1,3,3,4.490318298339844
100,1,50,1,3,4,4.4909327030181885
100,1,50,1,3,5,4.501446008682251
100,1,50,2,1,1,6.5061657428741455
100,1,50,2,1,2,4.4883644580841064
100,1,50,2,1,3,4.51421856880188
100,1,50,2,1,4,4.494938850402832
100,1,50,2,1,5,4.492499113082886
100,1,50,2,3,1,4.510889530181885
100,1,50,2,3,2,4.483665704727173
100,1,50,2,3,3,4.492021560668945
100,1,50,2,3,4,4.498603343963623
100,1,50,2,3,5,4.497251033782959
100,1,50,3,1,1,4.49844765663147
100,1,50,3,1,2,4.484302520751953
100,1,50,3,1,3,4.500943660736084
100,1,50,3,1,4,4.495443105697632
100,1,50,3,1,5,4.481666564941406
100,1,50,3,3,1,4.476733446121216
100,1,50,3,3,2,4.481859922409058
100,1,50,3,3,3,4.4804863929748535
100,1,50,3,3,4,4.50304651260376
100,1,50,3,3,5,4.501165866851807
100,1,50,4,1,1,4.48430323600769
100,1,50,4,1,2,4.489953279495239
100,1,50,4,1,3,4.502372741699219
100,1,50,4,1,4,4.492660760879517
100,1,50,4,1,5,4.483438968658447
100,1,50,4,3,1,4.484551191329956
100,1,50,4,3,2,4.489832639694214
100,1,50,4,3,3,4.483554363250732
100,1,50,4,3,4,4.478818655014038
100,1,50,4,3,5,4.494176626205444
100,1,50,8,1,1,6.4963226318359375
100,1,50,8,1,2,6.488767385482788
100,1,50,8,1,3,6.484308481216431
100,1,50,8,1,4,6.499579191207886
100,1,50,8,1,5,6.484009027481079
100,1,50,8,3,1,6.496607542037964
100,1,50,8,3,2,6.516782760620117
100,1,50,8,3,3,6.493211507797241
100,1,50,8,3,4,6.494967937469482
100,1,50,8,3,5,6.4900407791137695
100,1,100,1,1,1,7.503176927566528
100,1,100,1,1,2,7.4963788986206055
100,1,100,1,1,3,7.496962785720825
100,1,100,1,1,4,7.519996166229248
100,1,100,1,1,5,7.501445055007935
100,1,100,1,3,1,7.5094428062438965
100,1,100,1,3,2,7.505614280700684
100,1,100,1,3,3,7.501635789871216
100,1,100,1,3,4,7.508368492126465
100,1,100,1,3,5,7.514053106307983
100,1,100,2,1,1,7.502429008483887
100,1,100,2,1,2,7.5007312297821045
100,1,100,2,1,3,7.492292404174805
100,1,100,2,1,4,7.50176477432251
100,1,100,2,1,5,7.510257244110107
100,1,100,2,3,1,7.497347831726074
100,1,100,2,3,2,7.503017425537109
100,1,100,2,3,3,7.514584064483643
100,1,100,2,3,4,11.520132064819336
100,1,100,2,3,5,7.496046781539917
100,1,100,3,1,1,7.513002634048462
100,1,100,3,1,2,7.502398729324341
100,1,100,3,1,3,7.502411127090454
100,1,100,3,1,4,7.494171857833862
100,1,100,3,1,5,7.499918222427368
100,1,100,3,3,1,7.496426343917847
100,1,100,3,3,2,7.503794431686401
100,1,100,3,3,3,7.497150182723999
100,1,100,3,3,4,7.508054256439209
100,1,100,3,3,5,7.505149602890015
100,1,100,4,1,1,8.5030357837677
100,1,100,4,1,2,8.49169921875
100,1,100,4,1,3,8.4983811378479
100,1,100,4,1,4,8.484679222106934
100,1,100,4,1,5,8.503182888031006
100,1,100,4,3,1,8.503904819488525
100,1,100,4,3,2,8.520946979522705
100,1,100,4,3,3,8.511374950408936
100,1,100,4,3,4,8.506792068481445
100,1,100,4,3,5,8.504250764846802
100,1,100,8,1,1,10.522140502929688
100,1,100,8,1,2,10.505258560180664
100,1,100,8,1,3,10.51724648475647
100,1,100,8,1,4,10.521687984466553
100,1,100,8,1,5,10.51422905921936
100,1,100,8,3,1,10.517985820770264
100,1,100,8,3,2,10.513757705688477
100,1,100,8,3,3,10.515182971954346
100,1,100,8,3,4,10.506603479385376
100,1,100,8,3,5,10.508039951324463
100,15,0,1,1,1,4.544390678405762
100,15,0,1,1,2,3.465895414352417
100,15,0,1,1,3,3.4779012203216553
100,15,0,1,1,4,4.583461046218872
100,15,0,1,1,5,4.640226364135742
100,15,0,1,3,1,4.578437805175781
100,15,0,1,3,2,4.5664825439453125
100,15,0,1,3,3,4.574382305145264
100,15,0,1,3,4,4.55792498588562
100,15,0,1,3,5,4.50925087928772
100,15,0,2,1,1,2.5814578533172607
100,15,0,2,1,2,2.602642774581909
100,15,0,2,1,3,2.563608407974243
100,15,0,2,1,4,2.5758049488067627
100,15,0,2,1,5,2.575444459915161
100,15,0,2,3,1,2.6093499660491943
100,15,0,2,3,2,2.554382801055908
100,15,0,2,3,3,2.55655574798584
100,15,0,2,3,4,2.57973313331604
100,15,0,2,3,5,2.568037271499634
100,15,0,3,1,1,2.638986110687256
100,15,0,3,1,2,2.5685365200042725
100,15,0,3,1,3,2.56069278717041
100,15,0,3,1,4,2.5575129985809326
100,15,0,3,1,5,2.5652337074279785
100,15,0,3,3,1,2.6027884483337402
100,15,0,3,3,2,2.5368993282318115
100,15,0,3,3,3,2.547184705734253
100,15,0,3,3,4,2.600628137588501
100,15,0,3,3,5,2.5443239212036133
100,15,0,4,1,1,2.581857681274414
100,15,0,4,1,2,2.565836191177368
100,15,0,4,1,3,2.5586302280426025
100,15,0,4,1,4,2.5536141395568848
100,15,0,4,1,5,2.5708534717559814
100,15,0,4,3,1,2.553626537322998
100,15,0,4,3,2,2.5560922622680664
100,15,0,4,3,3,2.545175313949585
100,15,0,4,3,4,2.5594022274017334
100,15,0,4,3,5,2.563523530960083
100,15,0,8,1,1,2.5361833572387695
100,15,0,8,1,2,2.5499563217163086
100,15,0,8,1,3,2.551828145980835
100,15,0,8,1,4,2.568159818649292
100,15,0,8,1,5,2.5806076526641846
100,15,0,8,3,1,2.5667953491210938
100,15,0,8,3,2,2.567131996154785
100,15,0,8,3,3,2.557371139526367
100,15,0,8,3,4,2.5444109439849854
100,15,0,8,3,5,2.623591661453247
100,15,50,1,1,1,12.573198556900024
100,15,50,1,1,2,12.56816577911377
100,15,50,1,1,3,12.567395448684692
100,15,50,1,1,4,12.565524339675903
100,15,50,1,1,5,12.526313543319702
100,15,50,1,3,1,12.533759117126465
100,15,50,1,3,2,12.535942792892456
100,15,50,1,3,3,12.532430410385132
100,15,50,1,3,4,12.543770790100098
100,15,50,1,3,5,12.545235872268677
100,15,50,2,1,1,10.549498796463013
100,15,50,2,1,2,10.549445629119873
100,15,50,2,1,3,10.550872802734375
100,15,50,2,1,4,10.524055242538452
100,15,50,2,1,5,10.52700924873352
100,15,50,2,3,1,10.556761741638184
100,15,50,2,3,2,10.552526950836182
100,15,50,2,3,3,10.550015926361084
100,15,50,2,3,4,10.551525354385376
100,15,50,2,3,5,10.51868748664856
100,15,50,3,1,1,11.522956371307373
100,15,50,3,1,2,11.555548191070557
100,15,50,3,1,3,11.52654504776001
100,15,50,3,1,4,11.54706358909607
100,15,50,3,1,5,11.537087440490723
100,15,50,3,3,1,11.570554733276367
100,15,50,3,3,2,11.523078918457031
100,15,50,3,3,3,11.523836135864258
100,15,50,3,3,4,11.53406548500061
100,15,50,3,3,5,11.526826858520508
100,15,50,4,1,1,12.517728567123413
100,15,50,4,1,2,12.52712082862854
100,15,50,4,1,3,12.521610260009766
100,15,50,4,1,4,12.523174047470093
100,15,50,4,1,5,12.55937123298645
100,15,50,4,3,1,12.531902313232422
100,15,50,4,3,2,12.530754089355469
100,15,50,4,3,3,12.516183137893677
100,15,50,4,3,4,12.556520700454712
100,15,50,4,3,5,12.532323837280273
100,15,50,8,1,1,16.53043222427368
100,15,50,8,1,2,16.529075622558594
100,15,50,8,1,3,16.554450750350952
100,15,50,8,1,4,16.551119565963745
100,15,50,8,1,5,16.562579870224
100,15,50,8,3,1,16.54057741165161
100,15,50,8,3,2,16.55921220779419
100,15,50,8,3,3,16.528660535812378
100,15,50,8,3,4,16.544800519943237
100,15,50,8,3,5,16.545391082763672
100,15,100,1,1,1,20.538753032684326
100,15,100,1,1,2,20.542538166046143
100,15,100,1,1,3,20.54741096496582
100,15,100,1,1,4,20.5727436542511
100,15,100,1,1,5,20.642066955566406
100,15,100,1,3,1,20.604082345962524
100,15,100,1,3,2,20.570430040359497
100,15,100,1,3,3,19.53599190711975
100,15,100,1,3,4,20.57719111442566
100,15,100,1,3,5,20.628382205963135
100,15,100,2,1,1,19.555906534194946
100,15,100,2,1,2,19.559613466262817
100,15,100,2,1,3,19.52334189414978
100,15,100,2,1,4,19.562331199645996
100,15,100,2,1,5,19.61469316482544
100,15,100,2,3,1,19.5566565990448
100,15,100,2,3,2,19.555447101593018
100,15,100,2,3,3,19.544761419296265
100,15,100,2,3,4,19.544578552246094
100,15,100,2,3,5,19.539936304092407
100,15,100,3,1,1,21.56425642967224
100,15,100,3,1,2,21.572360038757324
100,15,100,3,1,3,21.54982018470764
100,15,100,3,1,4,21.54540991783142
100,15,100,3,1,5,21.539894580841064
100,15,100,3,3,1,21.5471351146698
100,15,100,3,3,2,21.54924249649048
100,15,100,3,3,3,21.536678314208984
100,15,100,3,3,4,21.555989027023315
100,15,100,3,3,5,21.554742336273193
100,15,100,4,1,1,22.560972452163696
100,15,100,4,1,2,22.575355529785156
100,15,100,4,1,3,23.585482358932495
100,15,100,4,1,4,23.60650658607483
100,15,100,4,1,5,22.540371417999268
100,15,100,4,3,1,23.661663055419922
100,15,100,4,3,2,22.651468515396118
100,15,100,4,3,3,22.55788779258728
100,15,100,4,3,4,22.56042456626892
100,15,100,4,3,5,22.56285786628723
100,15,100,8,1,1,30.556647777557373
100,15,100,8,1,2,30.58064103126526
100,15,100,8,1,3,30.579472303390503
100,15,100,8,1,4,30.687553644180298
100,15,100,8,1,5,30.663091897964478
100,15,100,8,3,1,30.663673877716064
100,15,100,8,3,2,30.659544467926025
100,15,100,8,3,3,30.57457709312439
100,15,100,8,3,4,30.56854748725891
100,15,100,8,3,5,30.642625093460083
500,1,0,1,1,1,5.5103349685668945
500,1,0,1,1,2,5.508060932159424
500,1,0,1,1,3,5.515957355499268
500,1,0,1,1,4,4.517267465591431
500,1,0,1,1,5,5.522326946258545
500,1,0,1,3,1,5.5608811378479
500,1,0,1,3,2,5.589168071746826
500,1,0,1,3,3,5.50868034362793
500,1,0,1,3,4,4.510972499847412
500,1,0,1,3,5,5.510393857955933
500,1,0,2,1,1,1.5028223991394043
500,1,0,2,1,2,1.4890131950378418
500,1,0,2,1,3,1.4840123653411865
500,1,0,2,1,4,1.4976344108581543
500,1,0,2,1,5,1.5026514530181885
500,1,0,2,3,1,1.479966402053833
500,1,0,2,3,2,1.4920175075531006
500,1,0,2,3,3,1.5120160579681396
500,1,0,2,3,4,1.4935054779052734
500,1,0,2,3,5,1.5005605220794678
500,1,0,3,1,1,2.4995579719543457
500,1,0,3,1,2,1.4921844005584717
500,1,0,3,1,3,1.4850153923034668
500,1,0,3,1,4,1.4943058490753174
500,1,0,3,1,5,1.5019700527191162
500,1,0,3,3,1,1.492269515991211
500,1,0,3,3,2,1.4997360706329346
500,1,0,3,3,3,1.5045781135559082
500,1,0,3,3,4,1.5054693222045898
500,1,0,3,3,5,1.5050954818725586
500,1,0,4,1,1,1.5574760437011719
500,1,0,4,1,2,1.4980559349060059
500,1,0,4,1,3,1.4904367923736572
500,1,0,4,1,4,1.4890308380126953
500,1,0,4,1,5,1.4856235980987549
500,1,0,4,3,1,1.4991140365600586
500,1,0,4,3,2,1.494460105895996
500,1,0,4,3,3,1.4919204711914062
500,1,0,4,3,4,1.5000746250152588
500,1,0,4,3,5,1.4891552925109863
500,1,0,8,1,1,1.49214768409729
500,1,0,8,1,2,1.5031766891479492
500,1,0,8,1,3,1.488004446029663
500,1,0,8,1,4,1.4751110076904297
500,1,0,8,1,5,1.485389232635498
500,1,0,8,3,1,1.497213363647461
500,1,0,8,3,2,1.4948480129241943
500,1,0,8,3,3,1.4879755973815918
500,1,0,8,3,4,1.484889268875122
500,1,0,8,3,5,1.4948720932006836
500,1,50,1,1,1,7.514405965805054
500,1,50,1,1,2,7.522741317749023
500,1,50,1,1,3,7.522638559341431
500,1,50,1,1,4,7.514950513839722
500,1,50,1,1,5,7.511065483093262
500,1,50,1,3,1,7.5177321434021
500,1,50,1,3,2,7.5128865242004395
500,1,50,1,3,3,7.512415170669556
500,1,50,1,3,4,7.513593673706055
500,1,50,1,3,5,7.523414134979248
500,1,50,2,1,1,4.496902227401733
500,1,50,2,1,2,4.504900932312012
500,1,50,2,1,3,4.498960256576538
500,1,50,2,1,4,4.496701002120972
500,1,50,2,1,5,4.510804176330566
500,1,50,2,3,1,4.52329421043396
500,1,50,2,3,2,4.494703769683838
500,1,50,2,3,3,4.513338804244995
500,1,50,2,3,4,4.505417108535767
500,1,50,2,3,5,4.499652624130249
500,1,50,3,1,1,4.505284309387207
500,1,50,3,1,2,4.4872987270355225
500,1,50,3,1,3,4.505613327026367
500,1,50,3,1,4,4.511660099029541
500,1,50,3,1,5,4.4858317375183105
500,1,50,3,3,1,4.506516218185425
500,1,50,3,3,2,4.496512413024902
500,1,50,3,3,3,4.503040552139282
500,1,50,3,3,4,4.501207113265991
500,1,50,3,3,5,4.508565425872803
500,1,50,4,1,1,4.523367643356323
500,1,50,4,1,2,4.501589059829712
500,1,50,4,1,3,4.517149448394775
500,1,50,4,1,4,4.503599166870117
500,1,50,4,1,5,4.501160621643066
500,1,50,4,3,1,4.5081281661987305
500,1,50,4,3,2,4.502870559692383
500,1,50,4,3,3,4.495814561843872
500,1,50,4,3,4,4.500511646270752
500,1,50,4,3,5,4.489965915679932
500,1,50,8,1,1,6.5155251026153564
500,1,50,8,1,2,6.4972312450408936
500,1,50,8,1,3,6.496870040893555
500,1,50,8,1,4,6.50505256652832
500,1,50,8,1,5,6.499650001525879
500,1,50,8,3,1,6.508147716522217
500,1,50,8,3,2,6.510274171829224
500,1,50,8,3,3,6.496470928192139
500,1,50,8,3,4,6.504899740219116
500,1,50,8,3,5,6.514929294586182
500,1,100,1,1,1,10.548459529876709
500,1,100,1,1,2,10.518211126327515
500,1,100,1,1,3,10.51690125465393
500,1,100,1,1,4,10.540147304534912
500,1,100,1,1,5,10.51429033279419
500,1,100,1,3,1,10.517964124679565
500,1,100,1,3,2,10.554901361465454
500,1,100,1,3,3,10.514554977416992
500,1,100,1,3,4,10.533780813217163
500,1,100,1,3,5,10.516995906829834
500,1,100,2,1,1,7.508634090423584
500,1,100,2,1,2,7.501647233963013
500,1,100,2,1,3,7.521275997161865
500,1,100,2,1,4,7.520106554031372
500,1,100,2,1,5,7.542232513427734
500,1,100,2,3,1,7.499399423599243
500,1,100,2,3,2,7.528573751449585
500,1,100,2,3,3,7.505740642547607
500,1,100,2,3,4,7.521731853485107
500,1,100,2,3,5,7.532119274139404
500,1,100,3,1,1,7.511890411376953
500,1,100,3,1,2,7.506322860717773
500,1,100,3,1,3,7.515543222427368
500,1,100,3,1,4,7.5162458419799805
500,1,100,3,1,5,7.519726276397705
500,1,100,3,3,1,7.520916223526001
500,1,100,3,3,2,7.505017280578613
500,1,100,3,3,3,7.526421308517456
500,1,100,3,3,4,7.508098602294922
500,1,100,3,3,5,7.530216932296753
500,1,100,4,1,1,8.51174521446228
500,1,100,4,1,2,8.541987419128418
500,1,100,4,1,3,8.611139059066772
500,1,100,4,1,4,8.527001857757568
500,1,100,4,1,5,8.531478881835938
500,1,100,4,3,1,8.564293146133423
500,1,100,4,3,2,8.539363384246826
500,1,100,4,3,3,8.528399229049683
500,1,100,4,3,4,8.527957439422607
500,1,100,4,3,5,8.519495487213135
500,1,100,8,1,1,10.519139051437378
500,1,100,8,1,2,10.518630504608154
500,1,100,8,1,3,10.521046161651611
500,1,100,8,1,4,10.527036190032959
500,1,100,8,1,5,10.526705026626587
500,1,100,8,3,1,10.517616987228394
500,1,100,8,3,2,10.509535312652588
500,1,100,8,3,3,10.531358242034912
500,1,100,8,3,4,10.538877487182617
500,1,100,8,3,5,10.52951192855835
500,15,0,1,1,1,14.52975583076477
500,15,0,1,1,2,16.544403553009033
500,15,0,1,1,3,16.52695655822754
500,15,0,1,1,4,16.546066999435425
500,15,0,1,1,5,16.60531759262085
500,15,0,1,3,1,16.610825300216675
500,15,0,1,3,2,16.5316321849823
500,15,0,1,3,3,16.538628339767456
500,15,0,1,3,4,16.555490016937256
500,15,0,1,3,5,16.547847270965576
500,15,0,2,1,1,8.517881631851196
500,15,0,2,1,2,8.520066499710083
500,15,0,2,1,3,8.515543937683105
500,15,0,2,1,4,8.506065607070923
500,15,0,2,1,5,8.523797512054443
500,15,0,2,3,1,8.542282342910767
500,15,0,2,3,2,8.513732433319092
500,15,0,2,3,3,8.515873193740845
500,15,0,2,3,4,8.511600971221924
500,15,0,2,3,5,8.532623529434204
500,15,0,3,1,1,8.517372608184814
